'1','---    ','PRODUCCION MEJILLON EN BATEA','---'
'1','361.7  ','COMPONENTES PARA VEHICULOS AUTOMOVILES','3617'
'1','362    ','CONSTRUCC. CARROCERIAS, REMOLQUES...','362'
'1','362.1  ','CARROCERIAS AUTOMOVILES Y REMOLQUES','3621'
'1','362.2  ','REMOLQUES Y VOLQUETES','3622'
'1','363    ','FAB.EQUIPO,COMPONENTES,REPUESTOS, COCHES','363'
'1','363.1  ','REPUESTOS Y ACCESORIOS MOTORES AUTOS','3631'
'1','363.2  ','ACCESORIOS Y REPUESTOS CARROCERIAS AUTO','3632'
'1','363.9  ','OTROS ACCESORIOS Y REPUESTOS AUTOMOVILES','3639'
'1','371    ','CONSTRUCCION NAVAL','371'
'1','371.1  ','BUQUES DE CASCO DE ACERO','3711'
'1','371.2  ','BUQUES DE CASCO DE MADERA','3712'
'1','371.3  ','BUQUES DE CASCO DE PLASTICO','3713'
'1','371.4  ','ARTEFACTOS FLOTANTES','3714'
'1','371.5  ','MOTORES, Y TURBINAS PARA EMBARCACIONES','3715'
'1','371.6  ','ACCESORIOS Y REPUESTOS EMBARCACIONES','3716'
'1','372    ','REPARACION Y MANTENIMIENTO DE BUQUES','372'
'1','372.1  ','SERV.REPARACION Y MANTENIM. BUQUES','3721'
'1','372.2  ','SERV.DESGUACE DE EMBARCACIONES','3722'
'1','381    ','CONST.REPARAC.MANTENIM. FERROCARRILES','381'
'1','381.1  ','MATERIAL FERROVIARIO','3811'
'1','381.2  ','SERV. REPARACION MATERIAL FERROVIARIO','3812'
'1','382    ','CONSTRUCC.REPARACION, MANT. AERONAVES','382'
'1','382.1  ','AERONAVES E INGENIOS ESPACIALES','3821'
'1','382.2  ','SERV. REPARACION Y MANTENIMIENTO AVIONES','3822'
'1','383    ','CONSTR. MOTOS Y BICIS','383'
'1','383.1  ','MOTOCICLETAS, Y CICLOMOTORES','3831'
'1','383.2  ','BICICLETAS, TRICICLOS Y MONOCICLOS','3832'
'1','383.3  ','VEHICULOS ESPECIALES CON MEC. PROPULSION','3833'
'1','383.4  ','MOTORES PARA MOTOS, CICLIMOTORES','3834'
'1','383.5  ','ACCESORIOS PARA MOTOS Y BICICLETAS','3835'
'1','389    ','CONSTRUCC. OTRO MATERIAL TRANSPORTE NCOP','389'
'1','389.1  ','REMOLQUES AGRICOLAS','3891'
'1','389.2  ','VEHICULOS ACCIONADOS A MANO','3892'
'1','389.9  ','ACCESORIOS PARA OTRO MATERIAL TTE. NCOP','3899'
'1','391    ','FAB.INSTRUM. PRECISION,MEDIDA,CONTROL','391'
'1','391.1  ','CONTADORES NO ELECTRICOS','3911'
'1','391.2  ','INSTRUMENTOS PARA LA NAVEGACION','3912'
'1','391.3  ','INSTRUMENTOS TOPOGRAFIA,METEREOLOGIA,...','3913'
'1','391.4  ','INSTRUM. MEDIDA DENSIDAD, TEMPERATURA...','3914'
'1','391.5  ','INSTRUM. ENSAYOS MECANICOS DE MATERIALES','3915'
'1','391.6  ','BALANZAS DE PRECISION','3916'
'1','391.7  ','OTROS INSTRUM. PRECISION','3917'
'1','391.8  ','ACCESORIOS INSTRUM. APARAT. PRECISION','3918'
'1','392.1  ','FAB. MATERIAL MEDICO-QUIRURGICO','3921'
'1','392.2  ','FAB. APARATOS PROTESIS Y ORTOPEDIA','3922'
'1','393.1  ','FAB.INSTRUM.OPTICOS Y MAT. FOTOGRAFICO','3931'
'1','393.2  ','FAB. MONTURAS PARA GAFAS (PLASTICO NO)','3932'
'1','399    ','FAB. RELOJES Y OTROS INSTRUMENTOS NCOP','399'
'1','399.1  ','RELOJES Y CRONOGRAFOS PULSERA Y BOLSILLO','3991'
'1','399.2  ','RELOJES DESPERTADORES','3992'
'1','399.3  ','RELOJES DE PARED Y SOBREMESA','3993'
'1','399.4  ','RELOJES PARA VEHICULOS','3994'
'1','399.5  ','RELOJES DE TORRE, ESTACION,...','3995'
'1','399.6  ','APARATOS CON MECANISMOS DE RELOJERIA','3996'
'1','399.7  ','MAQUINAS DE RELOJ MONTADAS','3997'
'1','399.8  ','CAJAS DE RELOJES','3998'
'1','399.9  ','ACCESORIOS DE RELOJES Y OTROS INSTRUM.','3999'
'1','411.1  ','FAB. Y ENVASADO DE ACEITE DE OLIVA','4111'
'1','411.2  ','FAB. ACEITE DE OLIVA','4112'
'1','411.3  ','ENVASADO DE ACEITE DE OLIVA','4113'
'1','412.1  ','EXTRACC. Y ENVASADO ACEITES SEMILLAS','4121'
'1','412.2  ','OBTENC.Y ENVASADO GRASAS ANIMALES MAR','4122'
'1','412.3  ','REFINADO Y OTROS TRATAMIENTOS GRASAS','4123'
'1','412.4  ','OBTENCION Y ENVASADO MARGARINA','4124'
'1','413.1  ','SACRIFICIO Y DESPIECE DE GANADO','4131'
'1','413.2  ','FAB.PTOS.CARNICOS DE TODAS CLASES','4132'
'1','413.3  ','SALAS DESPIECE AUTONOMAS','4133'
