2012,1983,2.2946
2012,1984,2.0836
2012,1985,1.9243
2012,1986,1.8116
2012,1987,1.7258
2012,1988,1.6487
2012,1989,1.5768
2012,1990,1.5151
2012,1991,1.4633
2012,1992,1.4309
2012,1993,1.4122
2012,1994,1.3867
2012,1995,1.3312
2012,1996,1.2679
2012,1997,1.2396
2012,1998,1.2235
2012,1999,1.2150
2012,2000,1.2089
2012,2001,1.1839
2012,2002,1.1696
2012,2003,1.1499
2012,2004,1.1389
2012,2005,1.1238
2012,2006,1.1017
2012,2007,1.0781
2012,2008,1.0446
2012,2009,1.0221
2012,2010,1.01
2012,2011,1.01
2012,2012,1.00
